query	_id	_score	entrezgene	name	summary	symbol
ZNF471	57573	102.98327	57573.0	zinc finger protein 471		ZNF471
PTBP2	58155	94.0537	58155.0	polypyrimidine tract binding protein 2	The protein encoded by this gene binds to intronic polypyrimidine clusters in pre-mRNA molecules and is implicated in controlling the assembly of other splicing-regulatory proteins. This protein is very similar to the polypyrimidine tract binding protein (PTB) but most of its isoforms are expressed primarily in the brain. Alternative splicing results in multiple transcript variants.	PTBP2
SLC26A10	65012	95.88235	65012.0	solute carrier family 26 member 10		SLC26A10
ZSWIM8	23053	90.38203	23053.0	zinc finger SWIM-type containing 8		ZSWIM8
NECAB1	64168	91.34654	64168.0	N-terminal EF-hand calcium binding protein 1		NECAB1
NPR2	4882	95.403015	4882.0	natriuretic peptide receptor 2	This gene encodes natriuretic peptide receptor B, one of two integral membrane receptors for natriuretic peptides. Both NPR1 and NPR2 contain five functional domains: an extracellular ligand-binding domain, a single membrane-spanning region, and intracellularly a protein kinase homology domain, a helical hinge region involved in oligomerization, and a carboxyl-terminal guanylyl cyclase catalytic domain. The protein is the primary receptor for C-type natriuretic peptide (CNP), which upon ligand binding exhibits greatly increased guanylyl cyclase activity. Mutations in this gene are the cause of acromesomelic dysplasia Maroteaux type.	NPR2
CLCN6	1185	93.48468	1185.0	chloride voltage-gated channel 6	This gene encodes a member of the voltage-dependent chloride channel protein family. Members of this family can function as either chloride channels or antiporters. This protein is primarily localized to late endosomes and functions as a chloride/proton antiporter. Alternate splicing results in both coding and non-coding variants. Additional alternately spliced variants have been described but their full-length structure is unknown.	CLCN6
SMARCD3	6604	96.42041	6604.0	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	The protein encoded by this gene is a member of the SWI/SNF family of proteins, whose members display helicase and ATPase activities and which are thought to regulate transcription of certain genes by altering the chromatin structure around those genes. The encoded protein is part of the large ATP-dependent chromatin remodeling complex SNF/SWI and has sequence similarity to the yeast Swp73 protein. Multiple alternatively spliced transcript variants have been found for this gene, but the biological validity of some variants has not been determined.	SMARCD3
ADCY5	111	95.38185	111.0	adenylate cyclase 5	This gene encodes a member of the membrane-bound adenylyl cyclase enzymes. Adenylyl cyclases mediate G protein-coupled receptor signaling through the synthesis of the second messenger cAMP. Activity of the encoded protein is stimulated by the Gs alpha subunit of G protein-coupled receptors and is inhibited by protein kinase A, calcium and Gi alpha subunits. Single nucleotide polymorphisms in this gene may be associated with low birth weight and type 2 diabetes. Alternatively spliced transcript variants that encode different isoforms have been observed for this gene.	ADCY5
NRG2	9542	91.4683	9542.0	neuregulin 2	This gene encodes a novel member of the neuregulin family of growth and differentiation factors. Through interaction with the ERBB family of receptors, this protein induces the growth and differentiation of epithelial, neuronal, glial, and other types of cells. The gene consists of 12 exons and the genomic structure is similar to that of neuregulin 1, another member of the neuregulin family of ligands. The products of these genes mediate distinct biological processes by acting at different sites in tissues and eliciting different biological responses in cells. This gene is located close to the region for demyelinating Charcot-Marie-Tooth disease locus, but is not responsible for this disease. Alternative transcript variants encoding distinct isoforms have been described.	NRG2
BRSK1	84446	100.75373	84446.0	BR serine/threonine kinase 1		BRSK1
SLC2A4	6517	94.277855	6517.0	solute carrier family 2 member 4	This gene is a member of the solute carrier family 2 (facilitated glucose transporter) family and encodes a protein that functions as an insulin-regulated facilitative glucose transporter. In the absence of insulin, this integral membrane protein is sequestered within the cells of muscle and adipose tissue. Within minutes of insulin stimulation, the protein moves to the cell surface and begins to transport glucose across the cell membrane. Mutations in this gene have been associated with noninsulin-dependent diabetes mellitus (NIDDM).	SLC2A4
TCF7L1	83439	95.3786	83439.0	transcription factor 7 like 1	This gene encodes a member of the T cell factor/lymphoid enhancer factor family of transcription factors. These transcription factors are activated by beta catenin, mediate the Wnt signaling pathway and are antagonized by the transforming growth factor beta signaling pathway. The encoded protein contains a high mobility group-box DNA binding domain and participates in the regulation of cell cycle genes and cellular senescence.	TCF7L1
STARD9	57519	92.91415	57519.0	StAR related lipid transfer domain containing 9		STARD9
GFRA1	2674	94.71092	2674.0	GDNF family receptor alpha 1	This gene encodes a member of the glial cell line-derived neurotrophic factor receptor (GDNFR) family of proteins. The encoded preproprotein is proteolytically processed to generate the mature receptor. Glial cell line-derived neurotrophic factor (GDNF) and neurturin (NTN) are two structurally related, potent neurotrophic factors that play key roles in the control of neuron survival and differentiation. This receptor is a glycosylphosphatidylinositol (GPI)-linked cell surface receptor for both GDNF and NTN, and mediates activation of the RET tyrosine kinase receptor. This gene is a candidate gene for Hirschsprung disease. Alternative splicing results in multiple transcript variants, at least one of which encodes a preproprotein that is proteolytically processed.	GFRA1
ANGPTL1	9068	97.6332	9068.0	angiopoietin like 1	Angiopoietins are members of the vascular endothelial growth factor family and the only known growth factors largely specific for vascular endothelium. Angiopoietin-1, angiopoietin-2, and angiopoietin-4 participate in the formation of blood vessels. The protein encoded by this gene is another member of the angiopoietin family that is widely expressed in adult tissues with mRNA levels highest in highly vascularized tissues. This protein was found to be a secretory protein that does not act as an endothelial cell mitogen in vitro.	ANGPTL1
SPEG	10290	95.14337	10290.0	SPEG complex locus	This gene encodes a protein with similarity to members of the myosin light chain kinase family. This protein family is required for myocyte cytoskeletal development. Along with the desmin gene, expression of this gene may be controlled by the desmin locus control region. Mutations in this gene are associated with centronuclear myopathy 5.	SPEG
GSTM2	2946	111.49785	2946.0	glutathione S-transferase mu 2	Cytosolic and membrane-bound forms of glutathione S-transferase are encoded by two distinct supergene families. At present, eight distinct classes of the soluble cytoplasmic mammalian glutathione S-transferases have been identified: alpha, kappa, mu, omega, pi, sigma, theta and zeta. This gene encodes a glutathione S-transferase that belongs to the mu class. The mu class of enzymes functions in the detoxification of electrophilic compounds, including carcinogens, therapeutic drugs, environmental toxins and products of oxidative stress, by conjugation with glutathione. The genes encoding the mu class of enzymes are organized in a gene cluster on chromosome 1p13.3 and are known to be highly polymorphic. These genetic variations can change an individual's susceptibility to carcinogens and toxins as well as affect the toxicity and efficacy of certain drugs.	GSTM2
ADHFE1	137872	94.469025	137872.0	alcohol dehydrogenase, iron containing 1	The ADHFE1 gene encodes hydroxyacid-oxoacid transhydrogenase (EC 1.1.99.24), which is responsible for the oxidation of 4-hydroxybutyrate in mammalian tissues (Kardon et al., 2006 [PubMed 16616524]).	ADHFE1
NFATC4	4776	97.6332	4776.0	nuclear factor of activated T-cells 4	This gene encodes a member of the nuclear factor of activated T cells (NFAT) protein family. The encoded protein is part of a DNA-binding transcription complex. This complex consists of at least two components: a preexisting cytosolic component that translocates to the nucleus upon T cell receptor stimulation and an inducible nuclear component. NFAT proteins are activated by the calmodulin-dependent phosphatase, calcineurin. The encoded protein plays a role in the inducible expression of cytokine genes in T cells, especially in the induction of interleukin-2 and interleukin-4. Alternative splicing results in multiple transcript variants.	NFATC4
CELF6	60677	94.93187	60677.0	CUGBP Elav-like family member 6	Members of the CELF/BRUNOL protein family contain two N-terminal RNA recognition motif (RRM) domains, one C-terminal RRM domain, and a divergent segment of 160-230 aa between the second and third RRM domains. Members of this protein family regulate pre-mRNA alternative splicing and may also be involved in mRNA editing, and translation. Multiple alternatively spliced transcript variants encoding different isoforms have been identified in this gene.	CELF6
NOVA1	4857	93.457886	4857.0	NOVA alternative splicing regulator 1	This gene encodes a neuron-specific RNA-binding protein, a member of the Nova family of paraneoplastic disease antigens, that is recognized and inhibited by paraneoplastic antibodies. These antibodies are found in the sera of patients with paraneoplastic opsoclonus-ataxia, breast cancer, and small cell lung cancer. Alternatively spliced transcripts encoding distinct isoforms have been described.	NOVA1
MAMDC2	256691	94.257	256691.0	MAM domain containing 2		MAMDC2
ITGA7	3679	95.165184	3679.0	integrin subunit alpha 7	The protein encoded by this gene belongs to the integrin alpha chain family. Integrins are heterodimeric integral membrane proteins composed of an alpha chain and a beta chain. They mediate a wide spectrum of cell-cell and cell-matrix interactions, and thus play a role in cell migration, morphologic development, differentiation, and metastasis. This protein functions as a receptor for the basement membrane protein laminin-1. It is mainly expressed in skeletal and cardiac muscles and may be involved in differentiation and migration processes during myogenesis. Defects in this gene are associated with congenital myopathy. Alternatively spliced transcript variants encoding different isoforms have been noted for this gene.	ITGA7
GPRASP1	9737	101.79167	9737.0	G protein-coupled receptor associated sorting protein 1	This gene encodes a member of the GPRASP (G protein-coupled receptor associated sorting protein) family. The protein may modulate lysosomal sorting and functional down-regulation of a variety of G-protein coupled receptors. It targets receptors for degradation in lysosomes. The receptors interacting with this sorting protein include D2 dopamine receptor (DRD2), delta opioid receptor (OPRD1), beta-2 adrenergic receptor (ADRB2), D4 dopamine receptor (DRD4) and cannabinoid 1 receptor (CB1R). Multiple alternatively spliced transcript variants encoding the same protein have been identified.	GPRASP1
SOX10	6663	95.90383	6663.0	SRY-box 10	This gene encodes a member of the SOX (SRY-related HMG-box) family of transcription factors involved in the regulation of embryonic development and in the determination of the cell fate. The encoded protein may act as a transcriptional activator after forming a protein complex with other proteins. This protein acts as a nucleocytoplasmic shuttle protein and is important for neural crest and peripheral nervous system development. Mutations in this gene are associated with Waardenburg-Shah and Waardenburg-Hirschsprung disease.	SOX10
MEIS1	4211	94.93382	4211.0	Meis homeobox 1	Homeobox genes, of which the most well-characterized category is represented by the HOX genes, play a crucial role in normal development. In addition, several homeoproteins are involved in neoplasia. This gene encodes a homeobox protein belonging to the TALE ('three amino acid loop extension') family of homeodomain-containing proteins.	MEIS1
IGSF11	152404	93.113815	152404.0	immunoglobulin superfamily member 11	IGSF11 is an immunoglobulin (Ig) superfamily member that is preferentially expressed in brain and testis. It shares significant homology with coxsackievirus and adenovirus receptor (CXADR; MIM 602621) and endothelial cell-selective adhesion molecule (ESAM).	IGSF11
GPR162	27239	94.260376	27239.0	G protein-coupled receptor 162	This gene was identified upon genomic analysis of a gene-dense region at human chromosome 12p13. It appears to be mainly expressed in the brain; however, its function is not known. Alternatively spliced transcript variants encoding different isoforms have been identified.	GPR162
TNS2	23371	97.96479	23371.0	tensin 2	The protein encoded by this gene belongs to the tensin family. Tensin is a focal adhesion molecule that binds to actin filaments and participates in signaling pathways. This protein plays a role in regulating cell migration. Alternative splicing occurs at this locus and three transcript variants encoding three distinct isoforms have been identified.	TNS2
TSPYL2	64061	104.399956	64061.0	TSPY like 2	This gene encodes a member of the testis-specific protein Y-encoded, TSPY-like/SET/nucleosome assembly protein-1 superfamily. The encoded protein is localized to the nucleolus where it functions in chromatin remodeling and as an inhibitor of cell-cycle progression. This protein may play a role in the suppression of tumor growth.	TSPYL2
C8orf46	254778	113.730736	254778.0	chromosome 8 open reading frame 46		C8orf46
RIMKLB	57494	94.28026	57494.0	ribosomal modification protein rimK like family member B		RIMKLB
CCDC69	26112	96.16833	26112.0	coiled-coil domain containing 69		CCDC69
RBFOX3	146713	99.42267	146713.0	RNA binding protein, fox-1 homolog 3		RBFOX3
ARHGEF25	115557	97.634964	115557.0	Rho guanine nucleotide exchange factor 25	Rho GTPases alternate between an inactive GDP-bound state and an active GTP-bound state, and GEFs facilitate GDP/GTP exchange. This gene encodes a guanine nucleotide exchange factor (GEF) which interacts with Rho GTPases involved in contraction of vascular smooth muscles, regulation of responses to angiotensin II and lens cell differentiation. Multiple transcript variants encoding different isoforms have been found for this gene.	ARHGEF25
RBPMS	11030	95.38185	11030.0	RNA binding protein with multiple splicing	This gene encodes a member of the RNA recognition motif family of RNA-binding proteins. The RNA recognition motif is between 80-100 amino acids in length and family members contain one to four copies of the motif. The RNA recognition motif consists of two short stretches of conserved sequence, as well as a few highly conserved hydrophobic residues. The encoded protein has a single, putative RNA recognition motif in its N-terminus. Alternative splicing results in multiple transcript variants encoding different isoforms.	RBPMS
PSD	5662	94.07118	5662.0	pleckstrin and Sec7 domain containing	This gene encodes a Plekstrin homology and SEC7 domains-containing protein that functions as a guanine nucleotide exchange factor. The encoded protein regulates signal transduction by activating ADP-ribosylation factor 6. Alternative splicing results in multiple transcript variants.	PSD
MAL	4118	98.646576	4118.0	mal, T-cell differentiation protein	The protein encoded by this gene is a highly hydrophobic integral membrane protein belonging to the MAL family of proteolipids. The protein has been localized to the endoplasmic reticulum of T-cells and is a candidate linker protein in T-cell signal transduction. In addition, this proteolipid is localized in compact myelin of cells in the nervous system and has been implicated in myelin biogenesis and/or function. The protein plays a role in the formation, stabilization and maintenance of glycosphingolipid-enriched membrane microdomains. Down-regulation of this gene has been associated with a variety of human epithelial malignancies. Alternative splicing produces four transcript variants which vary from each other by the presence or absence of alternatively spliced exons 2 and 3.	MAL
PDZD4	57595	96.16657	57595.0	PDZ domain containing 4		PDZD4
RBM20	282996	94.935585	282996.0	RNA binding motif protein 20	This gene encodes a protein that binds RNA and regulates splicing. Mutations in this gene have been associated with familial dilated cardiomyopathy.	RBM20
IL11RA	3590	99.843994	3590.0	interleukin 11 receptor subunit alpha	Interleukin 11 is a stromal cell-derived cytokine that belongs to a family of pleiotropic and redundant cytokines that use the gp130 transducing subunit in their high affinity receptors. This gene encodes the IL-11 receptor, which is a member of the hematopoietic cytokine receptor family. This particular receptor is very similar to ciliary neurotrophic factor, since both contain an extracellular region with a 2-domain structure composed of an immunoglobulin-like domain and a cytokine receptor-like domain. Multiple alternatively spliced transcript variants have been found for this gene.	IL11RA
HLF	3131	96.43658	3131.0	HLF, PAR bZIP transcription factor	This gene encodes a member of the proline and acidic-rich (PAR) protein family, a subset of the bZIP transcription factors. The encoded protein forms homodimers or heterodimers with other PAR family members and binds sequence-specific promoter elements to activate transcription. Chromosomal translocations fusing portions of this gene with the E2A gene cause a subset of childhood B-lineage acute lymphoid leukemias. Alternatively spliced transcript variants have been described, but their biological validity has not been determined.	HLF
AGTR1	185	95.6279	185.0	angiotensin II receptor type 1	Angiotensin II is a potent vasopressor hormone and a primary regulator of aldosterone secretion. It is an important effector controlling blood pressure and volume in the cardiovascular system. It acts through at least two types of receptors. This gene encodes the type 1 receptor which is thought to mediate the major cardiovascular effects of angiotensin II. This gene may play a role in the generation of reperfusion arrhythmias following restoration of blood flow to ischemic or infarcted myocardium. It was previously thought that a related gene, denoted as AGTR1B, existed; however, it is now believed that there is only one type 1 receptor gene in humans. Multiple alternatively spliced transcript variants have been reported for this gene.	AGTR1
ARHGEF26	26084	93.85176	26084.0	Rho guanine nucleotide exchange factor 26	This gene encodes a member of the Rho-guanine nucleotide exchange factor (Rho-GEF) family. These proteins regulate Rho GTPases by catalyzing the exchange of GDP for GTP. The encoded protein specifically activates RhoG and plays a role in the promotion of macropinocytosis. Underexpression of the encoded protein may be a predictive marker of chemoresistant disease. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene.	ARHGEF26
RYR3	6263	93.48293	6263.0	ryanodine receptor 3	The protein encoded by this gene is a ryanodine receptor, which functions to release calcium from intracellular storage for use in many cellular processes. For example, the encoded protein is involved in skeletal muscle contraction by releasing calcium from the sarcoplasmic reticulum followed by depolarization of T-tubules. Two transcript variants encoding different isoforms have been found for this gene.	RYR3
SCN7A	6332	104.399956	6332.0	sodium voltage-gated channel alpha subunit 7	This gene encodes one of the many voltage-gated sodium channel proteins. For proper functioning of neurons and muscles during action potentials, voltage-gated sodium channels direct sodium ion diffusion for membrane depolarization. This sodium channel protein has some atypical characteristics; the similarity between the human and mouse proteins is lower compared to other orthologous sodium channel pairs. Also, the S4 segments, which sense voltage changes, have fewer positive charged residues that in other sodium channels; domain 4 has fewer arginine and lysine residues compared to other sodium channel proteins. Several alternatively spliced transcript variants exist, but the full-length natures of all of them remain unknown.	SCN7A
ADAM33	80332	95.63159	80332.0	ADAM metallopeptidase domain 33	This gene encodes a member of the ADAM (a disintegrin and metalloprotease domain) family. Members of this family are membrane-anchored proteins structurally related to snake venom disintegrins, and have been implicated in a variety of biological processes involving cell-cell and cell-matrix interactions, including fertilization, muscle development, and neurogenesis. This protein is a type I transmembrane protein implicated in asthma and bronchial hyperresponsiveness. Alternative splicing results in multiple transcript variants encoding different isoforms.	ADAM33
CBX7	23492	94.46579	23492.0	chromobox 7	This gene encodes a protein that contains the CHROMO (CHRomatin Organization MOdifier) domain. The encoded protein is a component of the Polycomb repressive complex 1 (PRC1), and is thought to control the lifespan of several normal human cells.	CBX7
NCAM1	4684	94.25669	4684.0	neural cell adhesion molecule 1	This gene encodes a cell adhesion protein which is a member of the immunoglobulin superfamily. The encoded protein is involved in cell-to-cell interactions as well as cell-matrix interactions during development and differentiation. The encoded protein has been shown to be involved in development of the nervous system, and for cells involved in the expansion of T cells and dendritic cells which play an important role in immune surveillance. Alternative splicing results in multiple transcript variants.	NCAM1
CNR1	1268	92.75952	1268.0	cannabinoid receptor 1	This gene encodes one of two cannabinoid receptors. The cannabinoids, principally delta-9-tetrahydrocannabinol and synthetic analogs, are psychoactive ingredients of marijuana. The cannabinoid receptors are members of the guanine-nucleotide-binding protein (G-protein) coupled receptor family, which inhibit adenylate cyclase activity in a dose-dependent, stereoselective and pertussis toxin-sensitive manner. The two receptors have been found to be involved in the cannabinoid-induced CNS effects (including alterations in mood and cognition) experienced by users of marijuana. Multiple transcript variants encoding two different protein isoforms have been described for this gene.	CNR1
FHL1	2273	95.88508	2273.0	four and a half LIM domains 1	This gene encodes a member of the four-and-a-half-LIM-only protein family. Family members contain two highly conserved, tandemly arranged, zinc finger domains with four highly conserved cysteines binding a zinc atom in each zinc finger. Expression of these family members occurs in a cell- and tissue-specific mode and these proteins are involved in many cellular processes. Mutations in this gene have been found in patients with Emery-Dreifuss muscular dystrophy. Multiple alternately spliced transcript variants which encode different protein isoforms have been described.	FHL1
PRIMA1	145270	92.5905	145270.0	proline rich membrane anchor 1	The product of this gene functions to organize acetylcholinesterase (AChE) into tetramers, and to anchor AChE at neural cell membranes.	PRIMA1
PNISR	25957	92.57302	25957.0	PNN interacting serine and arginine rich protein		PNISR
BEND5	79656	96.147835	79656.0	BEN domain containing 5		BEND5
LONRF2	164832	92.73643	164832.0	LON peptidase N-terminal domain and ring finger 2		LONRF2
ACACB	32	95.40171	32.0	acetyl-CoA carboxylase beta	Acetyl-CoA carboxylase (ACC) is a complex multifunctional enzyme system. ACC is a biotin-containing enzyme which catalyzes the carboxylation of acetyl-CoA to malonyl-CoA, the rate-limiting step in fatty acid synthesis.  ACC-beta is thought to control fatty acid oxidation by means of the ability of malonyl-CoA to inhibit carnitine-palmitoyl-CoA transferase I, the rate-limiting step in fatty acid uptake and oxidation by mitochondria.  ACC-beta may be involved in the regulation of fatty acid oxidation, rather than fatty acid biosynthesis.  There is evidence for the presence of two ACC-beta isoforms.	ACACB
RBPMS2	348093	94.472725	348093.0	RNA binding protein with multiple splicing 2	The protein encoded by this gene is a member of the RNA recognition motif (RRM)-containing protein family and is involved in the development and dedifferentiation of digestive smooth muscle cells. The encoded protein functions as a homodimer and indirectly inhibits the bone morphogenetic protein pathway.	RBPMS2
TCEAL2	140597	103.67943	140597.0	transcription elongation factor A like 2	This gene encodes a member of the transcription elongation factor A (SII)-like (TCEAL) gene family. Members of this family contain TFA domains and may function as nuclear phosphoproteins that modulate transcription in a promoter context-dependent manner. Multiple family members are located on the X chromosome.	TCEAL2
PLCD4	84812	96.419785	84812.0	phospholipase C delta 4	This gene encodes a member of the delta class of phospholipase C enzymes. Phospholipase C enzymes play a critical role in many cellular processes by hydrolyzing phosphatidylinositol 4,5-bisphosphate into two intracellular second messengers, inositol 1,4,5-trisphosphate and diacylglycerol. Expression of this gene may be a marker for cancer.	PLCD4
KCNB1	3745	95.64907	3745.0	potassium voltage-gated channel subfamily B member 1	Voltage-gated potassium (Kv) channels represent the most complex class of voltage-gated ion channels from both functional and structural standpoints. Their diverse functions include regulating neurotransmitter release, heart rate, insulin secretion, neuronal excitability, epithelial electrolyte transport, smooth muscle contraction, and cell volume. Four sequence-related potassium channel genes - shaker, shaw, shab, and shal - have been identified in Drosophila, and each has been shown to have human homolog(s). This gene encodes a member of the potassium channel, voltage-gated, shab-related subfamily. This member is a delayed rectifier potassium channel and its activity is modulated by some other family members.	KCNB1
LIMS2	55679	96.147835	55679.0	LIM zinc finger domain containing 2	This gene encodes a member of a small family of focal adhesion proteins which interacts with ILK (integrin-linked kinase), a protein which effects protein-protein interactions with the extraceullar matrix. The encoded protein has five LIM domains, each domain forming two zinc fingers, which permit interactions which regulate cell shape and migration. A pseudogene of this gene is located on chromosome 4. Multiple transcript variants encoding different isoforms have been found for this gene.	LIMS2
PKD1	5310	94.70917	5310.0	polycystin 1, transient receptor potential channel interacting	This gene encodes a member of the polycystin protein family. The encoded glycoprotein contains a large N-terminal extracellular region, multiple transmembrane domains and a cytoplasmic C-tail. It is an integral membrane protein that functions as a regulator of calcium permeable cation channels and intracellular calcium homoeostasis. It is also involved in cell-cell/matrix interactions and may modulate G-protein-coupled signal-transduction pathways. It plays a role in renal tubular development, and mutations in this gene cause autosomal dominant polycystic kidney disease type 1 (ADPKD1). ADPKD1 is characterized by the growth of fluid-filled cysts that replace normal renal tissue and result in end-stage renal failure. Splice variants encoding different isoforms have been noted for this gene. Also, six pseudogenes, closely linked in a known duplicated region on chromosome 16p, have been described.	PKD1
PRRT1	80863	97.944916	80863.0	proline rich transmembrane protein 1		PRRT1
GRIK5	2901	92.42447	2901.0	glutamate ionotropic receptor kainate type subunit 5	This gene encodes a protein that belongs to the glutamate-gated ionic channel family. Glutamate functions as the major excitatory neurotransmitter in the central nervous system through activation of ligand-gated ion channels and G protein-coupled membrane receptors. The protein encoded by this gene forms functional heteromeric kainate-preferring ionic channels with the subunits encoded by related gene family members. Alternative splicing results in multiple transcript variants.	GRIK5
TUB	7275	94.933174	7275.0	tubby bipartite transcription factor	This gene encodes a member of the Tubby family of bipartite transcription factors. The encoded protein may play a role in obesity and sensorineural degradation. The crystal structure has been determined for a similar protein in mouse, and it functions as a membrane-bound transcription regulator that translocates to the nucleus in response to phosphoinositide hydrolysis. Two transcript variants encoding distinct isoforms have been identified for this gene.	TUB
LMOD1	25802	95.405426	25802.0	leiomodin 1	The leiomodin 1 protein has a putative membrane-spanning region and 2 types of tandemly repeated blocks.  The transcript is expressed in all tissues tested, with the highest levels in thyroid, eye muscle, skeletal muscle, and ovary. Increased expression of leiomodin 1 may be linked to Graves' disease and thyroid-associated ophthalmopathy.	LMOD1
GLP2R	9340	96.16593	9340.0	glucagon like peptide 2 receptor	This gene encodes a G protein-coupled receptor that is closely related to the glucagon receptor and binds to glucagon-like peptide-2 (GLP2). Signalling through GLP2 stimulates intestinal growth and increases villus height in the small intestine, concomitant with increased crypt cell proliferation and decreased enterocyte apoptosis.	GLP2R
ABCA9	10350	98.28649	10350.0	ATP binding cassette subfamily A member 9	This gene is a member of the superfamily of ATP-binding cassette (ABC) transporters and the encoded protein contains two transmembrane domains and two nucleotide binding folds. ABC proteins transport various molecules across extra- and intracellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, and White). This gene is a member of the ABC1 subfamily and is clustered with four other ABC1 family members on chromosome 17q24. Transcriptional expression of this gene is induced during monocyte differentiation into macrophages and is suppressed by cholesterol import.	ABCA9
